employee_id,first_name,last_name,full_name,age,nationality,location,department,position,level,salary,bonus,arrears,conveyance_charge,monthly_lunch_plan,quarterly_spend_voucher
MIL-01730,Paul,Turner,Paul Turner,49,American,Chicago,HR,HR Director,L6,269165,40348,0,3567,1354,8004
MIL-01731,Shannon,Davis,Shannon Davis,40,Indian,Pune,HR,HR Director,L5,212703,34876,8202,2955,3565,7232
MIL-01732,Evelyn,Torres,Evelyn Torres,54,Canadian,Vancouver,Product,Senior PM,L1,45164,10647,0,3877,1341,2329
MIL-01733,Michael,Herman,Michael Herman,59,Indian,Pune,HR,HR Director,L4,72323,11889,0,2179,2404,3620
MIL-01734,David,Hudson,David Hudson,33,Indian,Bangalore,Product,Associate PM,L2,32460,4876,0,2367,1741,13827
MIL-01735,Timothy,Rodriguez,Timothy Rodriguez,53,Indian,Delhi,Data & AI,AI Lead,L8,813405,186850,0,4149,3147,7665
MIL-01736,Joseph,Walker,Joseph Walker,21,Australian,Melbourne,Engineering,Tech Lead,L7,693837,120953,3851,2509,3865,3926
MIL-01737,Stephanie,Barber,Stephanie Barber,50,American,San Francisco,Operations,Ops Manager,L3,134546,32770,0,3329,3079,14381
MIL-01738,Lydia,Estes,Lydia Estes,38,German,Berlin,Customer Support,Manager,L9,683034,88500,0,4306,2420,3217
MIL-01739,Jennifer,Flores,Jennifer Flores,29,German,Munich,Operations,Ops Executive,L4,76368,16950,0,4112,2982,2343
MIL-01740,Randall,Parker,Randall Parker,26,Indian,Mumbai,Operations,Ops Executive,L9,740539,104344,0,3104,2950,8191
MIL-01741,Bryan,Cox,Bryan Cox,42,Australian,Melbourne,Sales & Marketing,Manager,L9,675843,167623,0,4072,1387,7583
MIL-01742,David,Ponce,David Ponce,50,Indian,Hyderabad,Operations,Director,L3,162375,28302,7847,3692,3211,4148
MIL-01743,Pamela,Miller,Pamela Miller,38,Indian,Mumbai,Finance,Analyst,L6,197587,25983,4930,3915,2497,4374
MIL-01744,Gene,Sanchez,Gene Sanchez,45,Canadian,Vancouver,Operations,Ops Executive,L1,55539,7288,0,4826,2676,11246
MIL-01745,Joseph,Brown,Joseph Brown,41,British,London,Finance,Director,L6,388452,82258,0,2818,3730,5132
MIL-01746,Amanda,Parker,Amanda Parker,28,Canadian,Vancouver,Customer Support,Manager,L2,33066,6772,0,2020,2593,3947
MIL-01747,Christopher,Rodriguez,Christopher Rodriguez,24,Australian,Melbourne,Data & AI,ML Engineer,L10,751057,149443,0,4383,2553,10716
MIL-01748,Amy,Travis,Amy Travis,38,German,Munich,Product,Director,L3,126767,24121,0,3298,2786,9646
MIL-01749,Isaac,Hunt,Isaac Hunt,43,Indian,Pune,Data & AI,Data Scientist,L7,653772,163112,1382,2412,2982,9277
MIL-01750,Daniel,Rodriguez,Daniel Rodriguez,50,Indian,Mumbai,Operations,Ops Executive,L7,660250,161196,4663,2206,3190,13329
MIL-01751,Mary,Baker,Mary Baker,46,German,Munich,Finance,Senior Analyst,L4,146641,25445,0,4076,1583,3770
MIL-01752,Amy,Garner,Amy Garner,44,American,New York,Operations,Director,L5,282957,54344,6355,1862,2411,7138
MIL-01753,Amy,Mccarthy,Amy Mccarthy,31,German,Munich,Finance,Senior Analyst,L8,622003,111774,0,4914,1486,5275
MIL-01754,Alan,Murray,Alan Murray,43,American,San Francisco,Customer Support,Support Executive,L2,47179,9529,9054,4564,2295,6250
MIL-01755,Elizabeth,Kennedy,Elizabeth Kennedy,60,Canadian,Toronto,Operations,Ops Executive,L5,319948,59037,0,2036,2514,7200
MIL-01756,Robert,Robertson,Robert Robertson,24,American,New York,Finance,Analyst,L9,425111,71960,5644,4635,2485,3321
MIL-01757,Felicia,Powell,Felicia Powell,32,Australian,Sydney,Product,Associate PM,L4,107875,14078,6416,4988,3476,10590
MIL-01758,Matthew,Mitchell,Matthew Mitchell,23,German,Munich,Operations,Ops Executive,L7,859947,205126,0,2860,3945,10184
MIL-01759,Kathleen,Blackburn,Kathleen Blackburn,49,American,Chicago,Data & AI,AI Lead,L6,396481,73857,0,3807,2949,5575
MIL-01760,Charles,Hensley,Charles Hensley,33,German,Berlin,Data & AI,Data Scientist,L10,618315,144031,0,4541,3868,10297
MIL-01761,Angela,Scott,Angela Scott,25,Canadian,Vancouver,Finance,Director,L7,640348,88785,0,3836,2064,9480
MIL-01762,Cody,Taylor,Cody Taylor,50,Canadian,Vancouver,Customer Support,Manager,L4,99409,21760,0,2993,3033,2753
MIL-01763,Randy,Esparza,Randy Esparza,30,German,Munich,Data & AI,Data Analyst,L7,772681,159747,0,1589,2509,3076
MIL-01764,Kenneth,Smith,Kenneth Smith,57,American,Chicago,Finance,Director,L8,590276,105994,0,1596,3106,14215
MIL-01765,Audrey,Miller,Audrey Miller,25,British,Manchester,Sales & Marketing,Director,L10,699662,138258,0,3832,2530,5205
MIL-01766,Paul,Jones,Paul Jones,44,Canadian,Vancouver,Operations,Director,L6,372981,77437,0,2252,3682,8657
MIL-01767,Edward,Randall,Edward Randall,22,British,Manchester,Product,Director,L9,753506,105882,0,4521,1256,14030
MIL-01768,Carol,Rogers,Carol Rogers,53,Australian,Melbourne,Engineering,Senior Engineer,L8,746013,117391,0,2420,1506,5131
MIL-01769,Dustin,Hawkins,Dustin Hawkins,43,American,Chicago,HR,HR Manager,L3,163421,25713,0,4239,2309,11397
MIL-01770,Amy,Martinez,Amy Martinez,25,British,Manchester,Customer Support,Support Executive,L8,830382,141798,0,4982,3433,6631
MIL-01771,Samantha,Harrington,Samantha Harrington,32,Australian,Melbourne,Finance,Analyst,L5,323040,56929,0,4595,2400,3150
MIL-01772,Pamela,Huff,Pamela Huff,24,British,Manchester,Product,Associate PM,L10,494094,81223,9062,4723,3023,12905
MIL-01773,Cynthia,Hart,Cynthia Hart,59,Australian,Sydney,Data & AI,ML Engineer,L7,551940,118405,0,3700,1448,5426
MIL-01774,Justin,Travis,Justin Travis,39,American,San Francisco,Operations,Director,L3,60197,7185,0,2960,2202,7591
MIL-01775,Linda,Brown,Linda Brown,23,German,Berlin,Customer Support,Support Executive,L4,137808,31109,0,2316,2608,3361
MIL-01776,Colton,Stephenson,Colton Stephenson,29,British,Manchester,Product,Associate PM,L5,336589,67577,3058,3712,2047,7951
MIL-01777,Mark,English,Mark English,55,Indian,Bangalore,Data & AI,Data Analyst,L4,158702,19642,0,4155,2189,12645
MIL-01778,Stacy,Banks,Stacy Banks,46,American,New York,Sales & Marketing,Marketing Associate,L1,38874,5971,0,2054,3347,7338
MIL-01779,Karen,Bryant,Karen Bryant,44,British,Manchester,Sales & Marketing,Marketing Associate,L5,330513,51575,0,2447,1224,6573
MIL-01780,Yesenia,Stokes,Yesenia Stokes,28,German,Berlin,HR,HR Associate,L3,91300,19727,0,1552,2193,8430
MIL-01781,Sandra,Wilson,Sandra Wilson,29,Canadian,Vancouver,Engineering,Intern,L2,56852,6497,6595,2142,1297,2291
MIL-01782,Sarah,Ramos,Sarah Ramos,27,Canadian,Vancouver,Engineering,Intern,L10,856073,107920,0,4849,1616,8529
MIL-01783,Cesar,Ortiz,Cesar Ortiz,54,American,New York,Sales & Marketing,Director,L2,22411,2467,6609,1617,2909,8619
MIL-01784,Nicole,Villegas,Nicole Villegas,58,Indian,Delhi,Engineering,Engineering Manager,L6,338481,36386,0,4595,2436,3547
MIL-01785,Ashley,Johnson,Ashley Johnson,39,Australian,Melbourne,Finance,Analyst,L2,40964,8806,0,4755,1854,10269
MIL-01786,Cynthia,Cunningham,Cynthia Cunningham,58,Indian,Pune,Sales & Marketing,Manager,L8,626715,106510,0,1503,2761,13141
MIL-01787,Lori,Ray,Lori Ray,33,Indian,Hyderabad,Finance,Analyst,L10,646444,120837,0,3578,3812,13679
MIL-01788,Tara,Kirk,Tara Kirk,30,American,San Francisco,Finance,Manager,L5,280117,43583,0,4111,1295,11850
MIL-01789,Hannah,Reid,Hannah Reid,21,Australian,Melbourne,Data & AI,Data Analyst,L2,38221,7998,0,1717,2458,7766
MIL-01790,Julie,Robinson,Julie Robinson,51,Australian,Sydney,Customer Support,Support Executive,L8,667799,134983,0,1506,1349,9573
MIL-01791,Grant,Monroe,Grant Monroe,27,German,Berlin,Operations,Ops Manager,L6,306810,41086,0,1784,2734,12988
MIL-01792,Linda,Mercado,Linda Mercado,40,British,London,Customer Support,Team Lead,L6,374802,76226,0,3785,2787,8090
MIL-01793,Katherine,Brown,Katherine Brown,50,Australian,Melbourne,Sales & Marketing,Director,L5,307949,75709,0,4436,1390,14373
MIL-01794,David,Lopez,David Lopez,21,Canadian,Vancouver,Product,Associate PM,L5,257257,45631,0,4090,2498,10135
MIL-01795,Thomas,Thompson,Thomas Thompson,58,Australian,Melbourne,Operations,Director,L4,71254,13677,4286,4439,3880,9043
MIL-01796,Marie,Wilson,Marie Wilson,45,American,New York,Finance,Analyst,L10,602608,92016,0,3427,1536,6782
MIL-01797,Chelsea,Smith,Chelsea Smith,41,Indian,Mumbai,Operations,Director,L4,136890,18119,0,2059,1398,14011
MIL-01798,Robert,Huang,Robert Huang,60,German,Munich,Product,Director,L4,137895,14806,0,2147,3653,6452
MIL-01799,Jonathon,Gibson,Jonathon Gibson,55,American,San Francisco,Finance,Director,L2,58379,10448,0,2157,1872,10150
MIL-01800,Brianna,Green,Brianna Green,23,British,Manchester,Data & AI,Data Analyst,L6,181890,19365,0,4747,3806,9388
MIL-01801,Diane,Wyatt,Diane Wyatt,33,Canadian,Toronto,Customer Support,Support Executive,L3,65485,15445,0,2695,2141,7820
MIL-01802,Philip,Gardner,Philip Gardner,51,Canadian,Toronto,HR,HR Manager,L1,33219,6314,9507,1923,1524,14133
MIL-01803,Joshua,Rivers,Joshua Rivers,43,German,Berlin,Engineering,Intern,L8,724500,110107,0,3868,3677,9050
MIL-01804,Samuel,Jenkins,Samuel Jenkins,36,American,San Francisco,Finance,Senior Analyst,L8,487135,76529,0,3047,2009,11648
MIL-01805,Danny,Matthews,Danny Matthews,35,Australian,Sydney,Product,Senior PM,L2,54245,9809,0,2324,2886,7471
MIL-01806,Steven,Johnson,Steven Johnson,52,Indian,Delhi,Finance,Senior Analyst,L7,739552,169174,0,1924,1405,13832
MIL-01807,Jenny,Gutierrez,Jenny Gutierrez,38,British,Manchester,Data & AI,ML Engineer,L2,37842,8390,0,1974,3926,2686
MIL-01808,Donald,Ramos,Donald Ramos,50,Australian,Sydney,Data & AI,Data Scientist,L5,242053,43159,0,4895,1484,13641
MIL-01809,Derek,Rogers,Derek Rogers,58,German,Berlin,Data & AI,Data Scientist,L4,137125,20082,6680,3886,3623,12042
MIL-01810,Molly,Collier,Molly Collier,48,American,New York,Sales & Marketing,Marketing Associate,L6,283116,68522,1073,4366,3362,8290
MIL-01811,Gerald,Fisher,Gerald Fisher,33,Canadian,Vancouver,Finance,Senior Analyst,L4,156301,26068,0,3001,1712,12104
MIL-01812,Yolanda,Knight,Yolanda Knight,36,Canadian,Vancouver,HR,HR Manager,L8,417272,48476,8731,4485,1318,10267
MIL-01813,Phillip,Armstrong,Phillip Armstrong,53,Australian,Melbourne,Customer Support,Team Lead,L4,136661,17197,0,2405,3991,10291
MIL-01814,Kerri,Grant,Kerri Grant,48,British,London,Operations,Director,L10,794450,152350,0,2091,1891,11489
MIL-01815,Connor,Galloway,Connor Galloway,56,British,Manchester,HR,HR Associate,L3,166378,31322,7798,2046,2996,10574
MIL-01816,John,Willis,John Willis,55,Canadian,Vancouver,Customer Support,Support Executive,L9,700619,86502,0,2838,2910,8214
MIL-01817,Mark,Lane,Mark Lane,29,British,London,HR,HR Associate,L10,738141,82287,0,4344,1597,8721
MIL-01818,Angela,Anderson,Angela Anderson,54,British,London,HR,HR Director,L5,251076,29176,0,3603,1705,2891
MIL-01819,Sheryl,Washington,Sheryl Washington,38,German,Berlin,Engineering,Intern,L8,849463,138321,0,4941,1683,13196
MIL-01820,Elizabeth,Reed,Elizabeth Reed,47,American,San Francisco,Data & AI,AI Lead,L1,41134,5235,0,2655,2169,14201
MIL-01821,Fernando,Arroyo,Fernando Arroyo,42,German,Munich,Operations,Director,L1,27946,3881,0,4608,2421,11954
MIL-01822,Phillip,Cox,Phillip Cox,38,Canadian,Vancouver,Data & AI,Data Analyst,L4,167707,30611,0,1793,3793,13636
MIL-01823,Christine,Richards,Christine Richards,49,Indian,Bangalore,Engineering,Tech Lead,L5,245874,41978,0,2852,3008,10894
MIL-01824,Jerry,Castillo,Jerry Castillo,53,Indian,Pune,Sales & Marketing,Manager,L4,93255,11529,0,3996,3115,10668
MIL-01825,Michael,Scott,Michael Scott,37,Australian,Melbourne,Sales & Marketing,Manager,L8,520947,65435,0,2991,3030,12847
MIL-01826,Leslie,Beard,Leslie Beard,22,American,Chicago,Engineering,Senior Engineer,L6,265106,63490,0,3813,3528,4841
MIL-01827,Lindsey,Sloan,Lindsey Sloan,32,Australian,Sydney,Operations,Ops Executive,L10,532270,65567,0,2610,3894,3068
MIL-01828,Sonya,Lawson,Sonya Lawson,25,British,London,Finance,Director,L5,327490,56269,0,3913,2335,9797
MIL-01829,Thomas,Perez,Thomas Perez,21,Indian,Pune,Product,Senior PM,L2,31625,4992,0,2166,1572,6656
MIL-01830,Eddie,Scott,Eddie Scott,51,American,San Francisco,Customer Support,Team Lead,L3,111464,18173,0,1810,1338,12380
MIL-01831,Pamela,Jensen,Pamela Jensen,34,American,New York,Sales & Marketing,Manager,L3,133275,25995,8366,3920,2374,5216
MIL-01832,Amanda,Chambers,Amanda Chambers,54,American,Chicago,Customer Support,Support Executive,L4,128579,16234,0,3136,3637,2470
MIL-01833,Benjamin,Serrano,Benjamin Serrano,23,American,New York,Engineering,Intern,L10,437276,63495,0,4818,2140,12715
MIL-01834,Jay,Mcclure,Jay Mcclure,40,Australian,Sydney,Operations,Director,L8,534517,54026,0,1932,1397,4198
MIL-01835,Breanna,Henderson,Breanna Henderson,36,Australian,Melbourne,Engineering,Engineering Manager,L10,464010,58019,0,4418,3051,11235
MIL-01836,Jared,Padilla,Jared Padilla,28,Canadian,Toronto,Operations,Ops Manager,L1,33047,5227,0,3187,3698,2480
MIL-01837,Tammy,Baker,Tammy Baker,46,British,Manchester,Product,Associate PM,L1,49536,6464,0,2419,1411,7629
MIL-01838,Laura,Carlson,Laura Carlson,48,German,Munich,Operations,Ops Manager,L3,74268,10480,0,3142,2863,6348
MIL-01839,Michael,Floyd,Michael Floyd,45,British,London,Finance,Director,L4,93359,16613,0,4035,1690,5275
MIL-01840,Kathleen,Roberson,Kathleen Roberson,49,British,London,HR,HR Associate,L4,76109,14603,0,2224,1710,2863
MIL-01841,John,Smith,John Smith,43,Australian,Melbourne,Operations,Director,L5,296008,29919,0,2085,1879,4840
MIL-01842,Nathan,Smith,Nathan Smith,32,Australian,Melbourne,Product,Senior PM,L4,101481,16570,5453,4511,3029,4093
MIL-01843,James,Jones,James Jones,46,Indian,Hyderabad,Data & AI,AI Lead,L8,446744,85759,7126,1574,1531,5117
MIL-01844,Sarah,Myers,Sarah Myers,59,Canadian,Vancouver,HR,HR Director,L3,98498,13780,3030,3556,2631,9736
MIL-01845,Robyn,Johns,Robyn Johns,53,Indian,Pune,Finance,Analyst,L7,482988,101130,0,1862,1916,8217
MIL-01846,Amanda,Warren,Amanda Warren,43,British,Manchester,Data & AI,Data Analyst,L5,182442,29586,9478,2642,2573,8653
MIL-01847,Michael,Norris,Michael Norris,47,Indian,Delhi,Engineering,Junior Engineer,L8,431641,83782,0,1585,1374,12656
MIL-01848,Micheal,Castaneda,Micheal Castaneda,29,Indian,Chennai,Finance,Manager,L9,634746,69389,9542,3904,3468,10429
MIL-01849,Pamela,Molina,Pamela Molina,45,Indian,Chennai,Sales & Marketing,Sales Executive,L5,182210,36132,0,4237,1441,13728
MIL-01850,Jonathan,Arias,Jonathan Arias,34,Indian,Mumbai,Product,Director,L8,514298,84265,0,2565,1351,3980
MIL-01851,Sarah,Newman,Sarah Newman,40,Canadian,Vancouver,Engineering,Senior Engineer,L6,232335,57395,8832,3871,2976,12931
MIL-01852,Sara,Gibson,Sara Gibson,24,Australian,Melbourne,Engineering,Tech Lead,L5,271377,59308,0,4003,3311,11804
MIL-01853,Keith,Clark,Keith Clark,24,German,Munich,Operations,Ops Manager,L3,160656,18924,0,2027,2729,11453
MIL-01854,Kerry,Bright,Kerry Bright,32,British,Manchester,HR,HR Associate,L9,474602,77852,0,2742,3726,9886
MIL-01855,Sarah,Robertson,Sarah Robertson,41,Indian,Chennai,Operations,Ops Executive,L6,335038,71453,6686,1789,1429,8521
MIL-01856,Erica,Jones,Erica Jones,33,American,New York,Operations,Director,L9,751499,182434,0,4307,3706,2584
MIL-01857,Ashley,Obrien,Ashley Obrien,43,Canadian,Toronto,HR,HR Manager,L6,183631,35431,2039,3209,1209,14660
MIL-01858,Carolyn,Lee,Carolyn Lee,42,Canadian,Toronto,Operations,Ops Manager,L6,283923,64229,9181,4102,2135,13213
MIL-01859,Julie,Chavez,Julie Chavez,46,German,Munich,Data & AI,AI Lead,L4,130815,28969,0,2093,3285,9501
MIL-01860,Anthony,Rodriguez,Anthony Rodriguez,58,British,Manchester,Sales & Marketing,Sales Executive,L4,141501,32917,2924,3064,2143,9683
MIL-01861,Stacy,Ray,Stacy Ray,52,Australian,Melbourne,HR,HR Manager,L3,120333,19922,0,3532,2598,12673
MIL-01862,Renee,Grant,Renee Grant,29,German,Berlin,Product,Senior PM,L7,521202,117997,2634,2685,3954,10149
MIL-01863,Donald,Roberts,Donald Roberts,22,Canadian,Toronto,Data & AI,Data Scientist,L2,25018,4266,0,2484,3767,2809
MIL-01864,Justin,Reyes,Justin Reyes,47,Indian,Chennai,Operations,Ops Manager,L1,59004,6149,0,2692,1332,6509
MIL-01865,Sharon,Hoffman,Sharon Hoffman,50,American,Chicago,Customer Support,Team Lead,L5,210754,43761,4684,4473,2940,10671
MIL-01866,Paul,Jones,Paul Jones,29,German,Berlin,Engineering,Senior Engineer,L1,37913,3831,6555,2648,1393,14904
MIL-01867,Taylor,Guzman,Taylor Guzman,30,Canadian,Toronto,Data & AI,Data Scientist,L8,668330,100303,3713,1804,3908,14623
MIL-01868,Kenneth,Alvarez,Kenneth Alvarez,50,American,Chicago,Finance,Director,L1,52397,9946,9970,2720,2598,8340
MIL-01869,Andrew,Ruiz,Andrew Ruiz,50,American,Chicago,Operations,Director,L8,789863,108877,0,2899,2870,13789
MIL-01870,Daniel,Fisher,Daniel Fisher,48,British,Manchester,Operations,Director,L6,313352,52237,3997,2492,1659,11115
MIL-01871,Lisa,Thompson,Lisa Thompson,24,British,London,Customer Support,Manager,L10,509926,58675,0,2980,2638,7765
MIL-01872,Chad,Allen,Chad Allen,45,Canadian,Vancouver,HR,HR Associate,L4,116996,26018,0,3069,3936,10713
MIL-01873,Kenneth,Hull,Kenneth Hull,35,American,San Francisco,Sales & Marketing,Manager,L1,46611,5253,0,2565,2033,13842
MIL-01874,Tracy,Hamilton,Tracy Hamilton,44,German,Berlin,Engineering,Tech Lead,L6,262969,34451,8889,4352,2893,12109
MIL-01875,Carol,Rhodes,Carol Rhodes,57,Canadian,Vancouver,Engineering,Senior Engineer,L9,893490,119019,0,3555,1394,9138
MIL-01876,Kristen,Orr,Kristen Orr,53,British,London,Engineering,Junior Engineer,L9,514863,102473,1757,2643,2124,7096
MIL-01877,Scott,Long,Scott Long,46,Indian,Chennai,Engineering,Tech Lead,L4,105060,14407,0,3502,2982,9014
MIL-01878,Alison,Campbell,Alison Campbell,49,Australian,Sydney,Operations,Ops Manager,L1,27049,4537,0,1745,1474,13662
MIL-01879,Timothy,Sanchez,Timothy Sanchez,29,German,Berlin,Data & AI,Data Analyst,L9,585233,111260,5532,3258,1822,3964
MIL-01880,Matthew,Gonzalez,Matthew Gonzalez,32,American,New York,Operations,Director,L10,605659,94587,0,2968,3259,10951
MIL-01881,Jonathan,Green,Jonathan Green,45,American,New York,Data & AI,ML Engineer,L3,71306,7829,0,2070,1471,5617
MIL-01882,Nicole,Rhodes,Nicole Rhodes,27,Canadian,Vancouver,Engineering,Senior Engineer,L4,169846,38531,5066,2266,1705,2330
MIL-01883,Mckenzie,Saunders,Mckenzie Saunders,24,Indian,Pune,Finance,Senior Analyst,L6,388365,94961,0,4120,1743,3762
MIL-01884,Cynthia,Collins,Cynthia Collins,30,Canadian,Vancouver,Finance,Manager,L6,360899,53324,0,1586,2092,2709
MIL-01885,Adrian,Bowman,Adrian Bowman,48,American,New York,Sales & Marketing,Marketing Associate,L2,38726,5203,0,1609,3512,3153
MIL-01886,Jennifer,Cruz,Jennifer Cruz,49,British,Manchester,Data & AI,Data Analyst,L2,48722,7613,0,1836,1392,7414
MIL-01887,Krystal,Holmes,Krystal Holmes,28,British,Manchester,HR,HR Director,L6,248830,51556,0,3098,1843,10770
MIL-01888,Nicholas,Roberts,Nicholas Roberts,23,German,Berlin,Operations,Ops Executive,L3,166550,36028,0,4501,3951,3633
MIL-01889,Dean,Ortega,Dean Ortega,53,Indian,Delhi,HR,HR Manager,L4,143424,25655,0,1728,1538,8816
MIL-01890,Bridget,Alexander,Bridget Alexander,38,British,Manchester,Sales & Marketing,Manager,L7,739502,123164,0,3267,1473,4058
MIL-01891,Katherine,White,Katherine White,54,German,Munich,Operations,Director,L3,88759,15645,0,3046,1971,4240
MIL-01892,Karen,Carrillo,Karen Carrillo,25,Australian,Melbourne,HR,HR Associate,L9,689762,77803,2563,2815,3404,5738
MIL-01893,Melanie,Jensen,Melanie Jensen,57,German,Berlin,Product,Product Manager,L7,681872,145553,0,3465,3775,6898
MIL-01894,Stephanie,Thompson,Stephanie Thompson,23,German,Berlin,HR,HR Manager,L3,65999,14714,0,3151,1443,3724
MIL-01895,Trevor,Hill,Trevor Hill,25,British,London,HR,HR Associate,L3,63141,12217,0,2197,1275,12940
MIL-01896,Brian,Johnson,Brian Johnson,47,British,London,Data & AI,Data Analyst,L8,556663,119618,0,3387,2373,2262
MIL-01897,Jeffery,Malone,Jeffery Malone,32,German,Berlin,Sales & Marketing,Director,L6,397822,59542,4544,3036,2572,3734
MIL-01898,Justin,Hall,Justin Hall,43,German,Munich,Product,Director,L8,457698,97428,0,4850,1239,10586
MIL-01899,Michelle,Ware,Michelle Ware,32,German,Munich,Customer Support,Manager,L4,153310,35746,0,3289,2116,2501
MIL-01900,Shawn,Hernandez,Shawn Hernandez,51,American,San Francisco,Customer Support,Support Executive,L4,166772,27524,0,4677,3016,5722
MIL-01901,Sabrina,Hughes,Sabrina Hughes,60,German,Berlin,Sales & Marketing,Manager,L8,867504,90963,0,1901,2082,6605
MIL-01902,Danielle,Reeves,Danielle Reeves,21,Canadian,Toronto,Finance,Senior Analyst,L1,37756,8832,0,3026,1895,13243
MIL-01903,Brittany,Allen,Brittany Allen,54,Indian,Pune,HR,HR Manager,L8,673062,146261,0,2072,1837,14197
MIL-01904,Sandra,Stone,Sandra Stone,52,British,London,HR,HR Associate,L6,263894,29251,8234,3004,1858,9673
MIL-01905,Angela,Hayden,Angela Hayden,40,Canadian,Toronto,Finance,Manager,L10,736171,155094,0,4693,1906,7019
MIL-01906,Mary,Rivera,Mary Rivera,39,Australian,Melbourne,Data & AI,Data Analyst,L5,290961,39442,0,2849,1746,8941
MIL-01907,Tyler,Strong,Tyler Strong,37,Indian,Hyderabad,Product,Senior PM,L1,53677,12248,0,1827,2906,11105
MIL-01908,Heather,Brady,Heather Brady,57,German,Berlin,Operations,Ops Executive,L8,677901,151707,0,3168,3111,3171
MIL-01909,Dominique,Johnson,Dominique Johnson,41,Indian,Bangalore,Operations,Ops Manager,L7,899940,103237,0,3461,2461,14030
MIL-01910,Brenda,Martinez,Brenda Martinez,45,German,Berlin,Product,Associate PM,L3,78976,17161,5422,4429,1796,5417
MIL-01911,Thomas,Bell,Thomas Bell,60,Indian,Delhi,Customer Support,Team Lead,L5,283584,49832,9913,2707,3688,2076
MIL-01912,Margaret,Wilson,Margaret Wilson,39,Indian,Mumbai,HR,HR Director,L10,866824,193189,0,4331,2512,2191
MIL-01913,Daniel,Thompson,Daniel Thompson,51,Australian,Sydney,Finance,Director,L3,121616,23040,0,4900,2776,9609
MIL-01914,Jesus,Haley,Jesus Haley,32,Indian,Pune,Operations,Director,L7,586303,88355,0,4120,1833,3385
MIL-01915,Sharon,Garcia,Sharon Garcia,23,Australian,Sydney,Finance,Analyst,L1,27720,6435,0,4696,3488,4205
MIL-01916,Thomas,Hill,Thomas Hill,53,British,London,Data & AI,Data Scientist,L6,210254,25598,0,1519,3393,14091
MIL-01917,James,Robbins,James Robbins,32,German,Munich,HR,HR Associate,L8,814513,139412,0,3124,3924,5304
MIL-01918,Craig,Saunders,Craig Saunders,37,American,Chicago,Operations,Director,L2,43338,5778,0,2364,2226,6620
MIL-01919,Erica,King,Erica King,39,Australian,Sydney,Sales & Marketing,Sales Executive,L1,43456,5397,0,2958,3877,14732
MIL-01920,Tina,Boyd,Tina Boyd,28,British,Manchester,Customer Support,Team Lead,L3,115815,27074,0,2122,1270,3808
MIL-01921,Laura,Kelley,Laura Kelley,59,German,Berlin,Data & AI,AI Lead,L2,28091,5015,0,4261,3528,10390
MIL-01922,Bill,Durham,Bill Durham,56,American,New York,Customer Support,Team Lead,L2,35587,8528,0,2158,3579,4549
MIL-01923,Sarah,King,Sarah King,28,British,Manchester,HR,HR Director,L10,773118,94308,0,4679,2466,10987
MIL-01924,Michael,Gates,Michael Gates,30,Indian,Chennai,Finance,Senior Analyst,L10,558495,83825,0,1918,1698,5734
MIL-01925,Tracy,Evans,Tracy Evans,60,Canadian,Vancouver,Customer Support,Team Lead,L1,41787,8293,0,2128,2327,8680
MIL-01926,Lindsey,Perez,Lindsey Perez,51,British,Manchester,Finance,Analyst,L4,161155,26194,0,4020,2234,2992
MIL-01927,Steve,Sanchez,Steve Sanchez,53,British,London,Operations,Ops Executive,L1,45299,10009,6010,4006,1602,13441
MIL-01928,Douglas,Wagner,Douglas Wagner,44,Australian,Sydney,Operations,Ops Executive,L7,725210,163522,0,4296,3118,12813
MIL-01929,Kyle,Mcdonald,Kyle Mcdonald,43,American,Chicago,HR,HR Director,L3,83902,9667,1684,2231,3670,14904
MIL-01930,Travis,Richmond,Travis Richmond,22,British,London,HR,HR Manager,L5,314294,54725,0,2601,2376,3898
MIL-01931,Emily,Merritt,Emily Merritt,42,American,New York,HR,HR Associate,L10,539191,83034,0,3766,3628,6270
MIL-01932,Samuel,Smith,Samuel Smith,28,American,New York,Product,Director,L7,686206,119158,0,3894,3783,12315
MIL-01933,Sarah,Bryant,Sarah Bryant,55,Canadian,Toronto,HR,HR Director,L1,42479,6522,0,4779,2827,2827
MIL-01934,Robert,Jenkins,Robert Jenkins,36,German,Berlin,Operations,Ops Manager,L6,355744,77693,5581,1911,2741,7071
MIL-01935,Andrea,Smith,Andrea Smith,36,American,New York,Data & AI,ML Engineer,L9,702463,86401,0,1733,2466,6483
MIL-01936,Christopher,Farley,Christopher Farley,27,American,Chicago,Product,Director,L3,94250,12229,0,3785,3389,6766
MIL-01937,Sara,Krueger,Sara Krueger,41,Australian,Sydney,HR,HR Associate,L2,23355,5708,4512,3638,1489,7849
MIL-01938,Harold,Ramirez,Harold Ramirez,41,Indian,Mumbai,Data & AI,ML Engineer,L4,96819,12382,0,4098,3840,11127
MIL-01939,Kenneth,Johnson,Kenneth Johnson,35,Indian,Hyderabad,Operations,Ops Manager,L7,459338,101073,2375,4358,2803,10101
MIL-01940,Haley,Miller,Haley Miller,48,German,Munich,Operations,Ops Executive,L4,63774,10017,0,1678,2134,7522
MIL-01941,Angela,Franklin,Angela Franklin,60,Canadian,Toronto,Product,Senior PM,L5,244278,41428,0,2063,3202,10047
MIL-01942,Jessica,Alexander,Jessica Alexander,54,American,New York,Customer Support,Team Lead,L6,374243,69872,0,1812,1982,14479
